Fighter_Id_1,Fighter_Id_2,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
d661ce4da776fc20,c03520b5c88ed6b4,Merab Dvalishvili,Petr Yan,0,0,134,139,2,5,2,0,Bantamweight,U-DEC,5,5:00,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell46 - 49.Eric Colon46 - 49.Derek Cleary47 - 48.,0.34,0.6,2,0,1,0,312,175,0.31,0.56,0.65,0.89,0.88,0.81,0.33,0.58,0.6,0.75,0,1.0,0.43,0.63,0.35,0.6
17e97649403ba428,a0f0004aadf10b71,Alexandre Pantoja,Joshua Van,0,0,6,2,0,0,0,0,Flyweight,KO/TKO,1,0:26,bd92cf5da5413d2a,L,W,5 Rnd (5-5-5-5-5),Herb Dean,"to   On Ground
      Arm injury to Pantoja",0.54,0.5,0,0,0,0,0,0,0.5,0.5,1.0,0,0.5,0,0.5,0.67,1.0,0.0,0,0,0.55,0.5,0.55,0.5
4461d7e47375a895,792be9a24df82ed6,Brandon Moreno,Tatsuro Taira,0,0,9,28,0,1,1,0,Flyweight,KO/TKO Punches,2,2:24,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control,0.52,0.58,1,0,0,1,5,267,0.57,0.55,0.0,1.0,1.0,0.67,0.47,0.37,0,0.5,1.0,0.76,0.53,0.69,0.53,0.58
6e743a33d56bdaa4,056c493bbd76a918,Henry Cejudo,Payton Talbott,0,1,60,134,1,3,0,0,Bantamweight,U-DEC,3,5:00,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,Eric Colon27 - 30.Sal D'amato27 - 30.David Lethaby27 - 30.,0.51,0.61,0,0,0,0,159,211,0.4,0.53,0.83,0.87,0.81,1.0,0.49,0.54,0.7,0.9,1.0,0.89,0.57,0.65,0.52,0.62
99df7d0a2a08a8a8,ef5dcb10d2bd4b0f,Jan Blachowicz,Bogdan Guskov,1,1,84,80,0,0,1,0,Light Heavyweight,M-DEC,3,5:00,bd92cf5da5413d2a,D,D,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo28 - 29.Chris Lee28 - 28.Ron McCarthy28 - 28.,0.56,0.57,1,0,0,0,8,249,0.5,0.54,0.65,0.67,0.85,0.9,0.55,0.54,0.67,0,0.73,0.64,0.58,0.61,0.56,0.57
2e7878927067fdca,99bd51917728c25d,Grant Dawson,Manuel Torres,0,1,8,9,0,0,0,0,Lightweight,KO/TKO Punch,1,2:25,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.38,0.52,0,0,0,0,0,4,0.31,0.42,0.5,0.8,0.5,0,0.38,0.67,0,0,0,0.2,0.38,0.53,0.38,0.53
fd406a32a6fb3a29,809bd1a871491508,Terrance McKinney,Chris Duncan,0,1,31,38,0,1,0,1,Lightweight,SUB Anaconda Choke,1,2:30,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Marc Goddard,Anaconda Choke On Ground,0.54,0.69,0,1,0,0,0,70,0.52,0.71,0.71,0.67,0,0.0,0.53,0.5,0.55,0.75,1.0,0.81,0.54,0.71,0.54,0.69
6a740daf1b279661,9d62c2d8ee151f08,Maycee Barber,Karine Silva,0,0,55,21,3,2,0,0,Women's Flyweight,U-DEC,3,5:00,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,Sal D'amato27 - 30.Mike Bell28 - 29.Derek Cleary28 - 29.,0.64,0.46,0,0,1,1,380,208,0.62,0.27,0.57,0.8,0.83,0.9,0.58,0.5,0.0,0.25,0.78,0.44,0.68,0.66,0.65,0.47
1e4f273069fb9e85,ff62013d2fce6d13,Nazim Sadykhov,Fares Ziam,0,1,4,31,0,2,0,2,Lightweight,KO/TKO Punches,2,4:59,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Jason Herzog,Punches to Head On Ground,0.25,0.63,0,2,0,0,39,358,0.09,0.58,0,0.67,0.6,0.8,0.25,0.58,0,0.8,0,0.69,0.33,0.79,0.25,0.63
1e719d4b676dc19a,7acbb0972e75281a,Marvin Vettori,Brunno Ferreira,0,0,88,77,1,1,0,0,Middleweight,U-DEC,3,5:00,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary28 - 29.Eric Colon28 - 29.Junichiro Kamijo28 - 29.,0.47,0.51,0,0,0,0,68,5,0.44,0.46,1.0,0.9,1.0,0.89,0.48,0.51,0.5,1.0,0.0,0.33,0.48,0.52,0.47,0.52
4d8fa64202cee4c1,64a50dad704d1d49,Edson Barboza,Jalin Turner,0,2,10,39,0,0,0,0,Lightweight,KO/TKO Punches,1,2:24,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.5,0.59,0,0,1,0,7,38,0.29,0.53,1.0,0.89,1.0,1.0,0.53,0.62,0.0,0.5,0,0.33,0.5,0.59,0.5,0.59
1c23ec2f1b71be40,6e8f1bcdda94ff45,Iwo Baraniewski,Ibo Aslan,2,1,22,30,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:29,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,0.68,0.56,0,0,0,0,11,6,0.67,0.62,0.75,0.0,1.0,0.5,0.43,0.54,1.0,0.61,0.83,0,0.72,0.57,0.69,0.57
841695e02c99a521,6d48a2df51749d91,Mansur Abdul-Malik,Antonio Trocoli,0,0,2,3,1,0,1,0,Middleweight,SUB Guillotine Choke,1,1:09,bd92cf5da5413d2a,W,L,3 Rnd (5-5-5),Mark Smith,Guillotine Choke Standing,0.5,0.5,1,0,0,0,42,0,0.5,0.5,0,0.0,0,1.0,0.33,0.5,0,0,1.0,0,0.5,0.5,0.5,0.5
480779d7f9a424d3,8d11d9c13e2ccdf7,Muhammad Naimov,Mairon Santos,0,1,18,27,0,0,0,0,Featherweight,KO/TKO Punches,3,0:21,bd92cf5da5413d2a,L,W,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0.37,0.6,0,0,0,0,128,47,0.24,0.41,0.6,0.8,0.56,1.0,0.33,0.56,0.62,0.88,0,0.33,0.51,0.7,0.38,0.6
eae48ff31db420c2,193b9d1858bc4df3,Arman Tsarukyan,Dan Hooker,0,0,42,10,2,0,1,2,Lightweight,SUB Arm Triangle,2,3:34,92c96df8bdab5fea,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle From Mount,0.7,0.3,1,2,0,0,362,10,0.67,0.15,0.6,0.5,1.0,1.0,0.58,0.3,1.0,0.33,0.81,0,0.78,0.41,0.7,0.3
442c9011034ae1fd,b1b0729d27936f2f,Belal Muhammad,Ian Machado Garry,0,0,56,72,0,0,0,0,Welterweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Anders Ohlsson27 - 30.Vito Paolillo27 - 30.Mark Collett28 - 29.,0.4,0.51,0,0,0,0,215,39,0.36,0.36,0.89,0.67,0.75,0.96,0.4,0.49,0.5,0.86,0,0,0.49,0.57,0.4,0.51
0845c81e37d3bcb3,a495f599e787614f,Volkan Oezdemir,Alonzo Menifield,1,0,13,2,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:27,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance,0.37,0.28,0,0,0,0,0,0,0.36,0.2,0.0,0.5,1.0,0,0.37,0.29,0,0,0,0,0.38,0.29,0.37,0.29
bf2c8e01b07d3eb1,0a1942069c9ad6b6,Jack Hermansson,Myktybek Orolbai,0,1,19,15,0,0,0,0,Welterweight,KO/TKO Punch,1,2:46,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance,0.5,0.45,0,0,0,0,0,3,0.36,0.36,0.62,0.6,1.0,1.0,0.47,0.42,1.0,1.0,0,1.0,0.5,0.45,0.5,0.45
fc08099550072fe4,6747ccd6d1acd266,Waldo Cortes Acosta,Shamil Gaziev,2,0,10,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:22,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance,0.47,0.4,0,0,0,0,8,0,0.42,0.31,1.0,1.0,1.0,1.0,0.5,0.4,0.0,0,0.5,0,0.58,0.4,0.48,0.4
98aa60cf58071fd6,f00ac08ab056af5d,Tagir Ulanbekov,Kyoji Horiguchi,0,2,6,49,1,0,1,1,Flyweight,SUB Rear Naked Choke,3,2:18,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke,0.22,0.63,1,1,0,0,85,334,0.17,0.6,0.25,1.0,1.0,0.69,0.24,0.61,0.0,0.0,0,0.73,0.31,0.76,0.22,0.64
b1de86d835638319,fb37795db81f93f3,Bogdan Grad,Luke Riley,0,1,7,14,4,0,0,0,Featherweight,KO/TKO Punches,2,0:30,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,Punches to Head From Guard,0.53,0.6,0,0,0,0,235,15,0.5,0.58,1.0,0.5,0,1.0,0.2,0.36,1.0,1.0,0.67,0.82,0.71,0.62,0.54,0.61
9d19d9e4aa2662e8,de26d906f2874dd4,Nicolas Dalby,Saygid Izagakhmaev,0,0,26,20,0,4,0,0,Welterweight,S-DEC,3,5:00,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge28 - 29.Vito Paolillo29 - 28.Cezary Wojciechowski28 - 29.,0.41,0.58,0,0,1,0,389,318,0.32,0.48,0.5,0.9,0.83,0.0,0.28,0.42,0.62,0.83,1.0,0.67,0.62,0.74,0.41,0.59
8d3273573b85be09,ab2b4ff41d6ebe0f,Alex Perez,Asu Almabayev,0,0,40,36,3,2,0,1,Flyweight,SUB Guillotine Choke,3,0:22,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Daniel Movahedi,Guillotine Choke In Clinch,0.4,0.4,0,1,0,0,138,72,0.25,0.32,0.65,0.8,0.61,1.0,0.38,0.38,0.43,0.67,0.83,0,0.59,0.54,0.41,0.4
95aff2fd8d09a5f0,09a4447655fd4b7b,Abdul Rakhman Yakhyaev,Rafael Cerqueira,1,0,6,0,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,0:33,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Rich Mitchell,Rear Naked Choke,0.6,0.0,1,0,0,0,24,0,0.6,0.0,0,0,0,0,0.75,0.0,0,0,0.5,0,0.69,0.0,0.6,0.0
4a6dff1b260bcf61,a4dc0f2b95df4cc1,Bekzat Almakhan,Aleksandre Topuria,0,0,39,47,0,2,0,0,Bantamweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge27 - 30.Cezary Wojciechowski27 - 30.Anders Ohlsson28 - 29.,0.32,0.58,0,0,0,0,1,140,0.25,0.6,0.73,0.2,0.83,1.0,0.33,0.57,0.5,0.5,0.0,1.0,0.34,0.62,0.33,0.58
6a96ad1bc34fb113,d5bab53a1a603aac,Ismail Naurdiev,Ryan Loder,1,0,3,1,0,0,0,0,Middleweight,KO/TKO Punch,1,1:26,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Daniel Movahedi,Punch to Head At Distance,0.5,0.25,0,0,0,0,2,0,0.4,0.25,1.0,0,0,0,0.5,0.25,0,0,0,0,0.5,0.25,0.5,0.25
ca28cdf526d6b6e9,52b6bf4528130e86,Nurullo Aliev,Shem Rock,0,0,51,44,1,1,1,0,Lightweight,U-DEC,3,5:00,92c96df8bdab5fea,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge27 - 30.Anders Ohlsson27 - 30.Cezary Wojciechowski27 - 30.,0.43,0.42,1,0,0,0,224,32,0.38,0.17,0.71,0.56,0.67,0.89,0.41,0.41,0.64,0.57,1.0,0,0.47,0.55,0.44,0.42
b5c19c34f12c917e,ac0874309da489b9,Marek Bujlo,Denzel Freeman,0,0,31,49,0,0,0,0,Heavyweight,U-DEC,3,5:00,92c96df8bdab5fea,L,W,3 Rnd (5-5-5),Rich Mitchell,Vito Paolillo27 - 30.Mark Collett28 - 29.David Lethaby28 - 29.,0.38,0.62,0,0,0,0,28,0,0.14,0.44,0.43,0.6,0.5,0.92,0.39,0.62,0,0.67,0.0,0,0.39,0.62,0.39,0.62
275aca31f61ba28c,6b453bc35a823c3f,Jack Della Maddalena,Islam Makhachev,0,0,18,30,0,4,0,0,Welterweight,U-DEC,5,5:00,8db1b36dde268ef6,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary45 - 50.Sal D'amato45 - 50.Ron McCarthy45 - 50.,0.29,0.52,0,0,0,0,0,1150,0.22,0.35,0.5,0.86,0.5,1.0,0.25,0.49,0.8,0.75,0,0.58,0.41,0.74,0.3,0.53
132deb59abae64b1,1ebe20ebbfa15e29,Valentina Shevchenko,Zhang Weili,0,0,41,32,5,0,0,0,Women's Flyweight,U-DEC,5,5:00,8db1b36dde268ef6,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Chris Bolinski45 - 50.Eric Colon45 - 50.Chris Lee45 - 50.,0.6,0.32,0,0,0,0,804,46,0.48,0.15,0.82,0.5,0.86,0.77,0.57,0.28,0.57,0.88,0.86,0,0.74,0.5,0.6,0.33
c32aeb1a59e6272d,45f7cb591c3ab00b,Sean Brady,Michael Morales,0,1,8,24,0,0,0,0,Welterweight,KO/TKO Punches,1,3:27,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Blake Grice,Punches to Head At Distance,0.36,0.46,0,0,0,0,0,2,0.33,0.48,0,0.0,0.43,0.0,0.36,0.45,0,0.0,0,0.75,0.36,0.46,0.36,0.46
7ee0fd831c0fe7c3,f1fac969a1d70b08,Leon Edwards,Carlos Prates,0,1,12,21,2,0,0,0,Welterweight,KO/TKO Punch,2,1:28,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,0.7,0.65,0,0,0,0,180,1,0.5,0.5,0,0.67,0.89,0.85,0.69,0.63,1.0,1.0,0,1.0,0.83,0.69,0.71,0.66
c2299ec916bc7c56,08af939f41b5a57b,Beneil Dariush,Benoit Saint Denis,0,1,3,3,0,0,0,0,Lightweight,KO/TKO Punch,1,0:16,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.6,0.6,0,0,0,0,0,0,0.0,0.6,1.0,0,1.0,0,0.5,0.0,1.0,0.67,0,1.0,0.6,0.6,0.6,0.6
35673bf5204524ee,260e9e0d4954aea6,Bo Nickal,Rodolfo Vieira,1,0,77,24,2,0,1,0,Middleweight,KO/TKO Kick,3,2:24,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,Kick to Head At Distance,0.63,0.37,1,0,0,0,88,60,0.6,0.18,0.68,0.5,0.89,0.79,0.62,0.37,0.78,1.0,0.67,0,0.66,0.44,0.64,0.38
d1c65d2cf2925ddd,9d83f6da776ff7d6,Roman Kopylov,Gregory Rodrigues,0,0,52,90,2,0,0,1,Middleweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,Eric Colon27 - 30.Marcel Varela27 - 30.Sal D'amato28 - 29.,0.49,0.52,0,1,0,0,35,24,0.44,0.44,0.56,0.76,0.89,1.0,0.5,0.51,1.0,0.67,0.0,0,0.5,0.52,0.5,0.52
669970f7feba8ecd,68d4a891e5cf2029,Erin Blanchfield,Tracy Cortez,0,0,52,46,2,1,1,0,Women's Flyweight,SUB Rear Naked Choke,2,4:44,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,Rear Naked Choke,0.44,0.44,1,0,1,0,163,30,0.38,0.4,0.75,0.58,1.0,1.0,0.44,0.45,1.0,0.25,0,0,0.49,0.46,0.45,0.44
d776b5814f2400b4,2e45d08b3f2f02c8,Malcolm Wellmaker,Ethyn Ewing,0,0,77,85,0,3,0,0,Featherweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Chris Bolinski27 - 30.Ron McCarthy28 - 29.Marcel Varela28 - 29.,0.52,0.52,0,0,0,0,71,79,0.4,0.48,0.78,0.91,0.5,1.0,0.46,0.49,0.8,0.72,0,0,0.54,0.55,0.53,0.52
d6c0cdd7e467c440,6ac9bc2953c47345,Kyle Daukaus,Gerald Meerschaert,1,0,8,0,0,0,1,0,Middleweight,SUB D'Arce Choke,1,0:50,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Herb Dean,D'Arce Choke On Ground,0.72,0.0,1,0,0,0,17,0,0.8,0.0,0,0,0.0,0,0.57,0.0,0,0,1.0,0,0.73,0.0,0.73,0.0
b8bbdeff718dbb7d,e0c6edcb5b5d0b90,Pat Sabatini,Chepe Mariscal,0,0,12,7,7,0,0,0,Featherweight,U-DEC,3,5:00,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Dan Miragliotta,Adrian Castro27 - 30.Sal D'amato27 - 30.Chris Lee27 - 30.,0.41,0.36,0,0,0,1,637,48,0.42,0.15,0.4,0.67,0,1.0,0.22,0.46,1.0,0.25,0.67,0.0,0.66,0.68,0.41,0.37
745fa7b605f8e2da,f0feeb2192937424,Angela Hill,Fatima Kline,0,0,56,115,0,4,0,0,Women's Strawweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Marc Goddard,Chris Bolinski27 - 30.Marcel Varela26 - 30.Eric Colon28 - 29.,0.46,0.51,0,0,0,0,29,316,0.4,0.47,0.56,0.77,0.88,0.75,0.43,0.43,0.71,0.75,0,0.81,0.47,0.57,0.47,0.52
d1feea7a4bdcd503,9508cc6184cb2450,Baisangur Susurkaev,Eric McConico,1,0,53,53,2,0,0,0,Middleweight,KO/TKO Punch,3,1:38,8db1b36dde268ef6,W,L,3 Rnd (5-5-5),Blake Grice,Punch to Head At Distance,0.6,0.49,0,0,0,0,193,137,0.38,0.35,0.89,0.91,1.0,1.0,0.55,0.4,0.92,0.94,0,0,0.73,0.6,0.6,0.5
72f890c5d421e705,19c591115a58982c,Viacheslav Borshchev,Matheus Camilo,0,0,65,39,0,5,0,0,Lightweight,U-DEC,3,5:00,8db1b36dde268ef6,L,W,3 Rnd (5-5-5),Keith Peterson,Adrian Castro27 - 30.Marcel Varela27 - 30.Chris Bolinski28 - 29.,0.34,0.41,0,0,1,0,24,202,0.27,0.34,0.64,1.0,0.69,0.75,0.34,0.41,0.5,0.5,0,1.0,0.39,0.46,0.35,0.42
01641ba5df0c69b0,c6aee362c7a7d482,Gabriel Bonfim,Randy Brown,1,0,35,33,0,0,0,0,Welterweight,KO/TKO Knee,2,1:40,6436029b50a9c255,W,L,5 Rnd (5-5-5-5-5),Mark Smith,Knee to Head In Clinch,0.54,0.37,0,0,0,0,0,0,0.31,0.23,1.0,0.43,0.85,0.72,0.53,0.38,1.0,0,0,0,0.55,0.38,0.55,0.38
2fe9032955c2e013,67c1d46f4ed16f9e,Matt Schnell,Joseph Morales,0,0,4,5,1,0,0,1,Flyweight,SUB Guillotine Choke,1,2:54,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke From Guard,0.36,0.45,0,1,1,1,15,72,0.12,0.4,1.0,0,1.0,1.0,0.36,0.29,0,0,0,0.75,0.42,0.67,0.36,0.45
681399317dbf4701,447f9858ae78f921,Muslim Salikhov,Uros Medic,0,1,2,8,0,0,0,0,Welterweight,KO/TKO Punch,1,1:03,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance,0.4,0.61,0,0,0,0,0,5,0.0,0.56,0.0,1.0,0.67,0.0,0.4,0.56,0,0,0,0.75,0.4,0.64,0.4,0.62
06626b6287e1ae1e,eb393afdbe3293d5,Chris Padilla,Ismael Bonfim,0,0,64,42,0,1,0,0,Lightweight,KO/TKO Punches,2,4:30,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,0.58,0.5,0,0,0,0,201,15,0.55,0.4,0.67,0.92,0.62,1.0,0.52,0.5,1.0,0,0.75,0,0.66,0.53,0.59,0.5
a93f94c923c3a9cb,9384e71bca6c409d,Christian Leroy Duncan,Marco Tulio,1,0,23,27,1,2,0,0,Middleweight,KO/TKO Punch,2,3:20,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,0.5,0.47,0,0,0,0,70,153,0.41,0.36,0.43,0.43,0.75,0.79,0.47,0.45,1.0,0.62,1.0,0,0.61,0.56,0.5,0.47
e00a3dee329a51f7,41cc71cbf210e0fe,Hyder Amil,Jamall Emmers,0,0,47,50,0,7,0,1,Featherweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Saleem Haniff27 - 29.Ben Cartlidge27 - 30.Chris Lee27 - 30.,0.37,0.49,0,1,0,0,17,515,0.3,0.45,0.54,0.76,0.67,0.0,0.37,0.46,0.5,0.75,0,0.64,0.49,0.59,0.38,0.5
b9f28e7045fdfce7,5987b2458f4b5290,Ricky Simon,Raoni Barcelos,0,0,67,82,0,1,0,0,Bantamweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Eric Colon28 - 29.Sal D'amato28 - 29.Junichiro Kamijo28 - 29.,0.37,0.43,0,0,1,0,85,9,0.35,0.35,0.6,0.79,1.0,0.77,0.34,0.43,0.75,0.67,0.86,0,0.4,0.44,0.37,0.44
e3964ece586e0635,cc8c623cca88f54f,Mayra Bueno Silva,Jacqueline Cavalcanti,0,0,39,80,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Chris Tognoni,Eric Colon27 - 30.Sal D'amato27 - 30.Chris Lee28 - 29.,0.4,0.48,0,0,0,0,72,55,0.24,0.38,0.57,0.77,0.76,0.75,0.39,0.47,0.75,0.88,0,0,0.43,0.51,0.4,0.49
955da1675ad58a50,6a311920edd73c85,Josh Hokit,Max Gimenis,2,0,9,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:56,6436029b50a9c255,W,L,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,0.52,0.42,0,0,0,0,8,0,0.53,0.0,0,1.0,0,1.0,0.47,0.5,1.0,0.0,1.0,0,0.58,0.43,0.53,0.43
cffb87059e645bd1,31ef8b67e13495b3,Tecia Pennington,Denise Gomes,0,0,58,53,1,3,0,0,Women's Strawweight,U-DEC,3,5:00,6436029b50a9c255,L,W,3 Rnd (5-5-5),Keith Peterson,Eric Colon27 - 30.Sal D'amato27 - 30.Chris Lee27 - 30.,0.46,0.38,0,0,0,1,32,231,0.27,0.22,0.47,0.52,0.68,0.83,0.49,0.37,0.0,0.4,0,0.75,0.51,0.44,0.46,0.38
850266b3dc4e506e,46e0d677f91bacc0,Miles Johns,Daniel Marcos,0,0,28,27,0,3,0,1,Bantamweight,SUB Rear Naked Choke,2,4:23,6436029b50a9c255,L,W,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,0.51,0.57,0,1,0,0,94,239,0.47,0.45,0.6,0.8,1.0,1.0,0.57,0.41,0.0,1.0,0,0,0.54,0.61,0.52,0.57
23dec7c47cb418f8,3eeec2f53cebdf12,Zach Reese,Jackson McVey,0,0,32,56,3,0,1,0,Catch Weight,SUB Rear Naked Choke,2,1:38,6436029b50a9c255,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0.76,0.76,1,0,0,1,144,143,0.68,0.72,1.0,0.82,1.0,1.0,0.79,0.47,0.76,0.87,0.5,0,0.84,0.79,0.76,0.77
97cf1a2c7c5e7889,ffe9703408fb5964,Steve Garcia,David Onama,1,0,33,2,0,0,0,0,Featherweight,KO/TKO Punches,1,3:34,0e2c2daf11b5d8f2,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground,0.53,0.12,0,0,0,0,4,0,0.5,0.07,0.83,0.0,0,1.0,0.5,0.12,0.71,0,0.67,0,0.6,0.12,0.53,0.12
fc08099550072fe4,7d8435c56043b0ae,Waldo Cortes Acosta,Ante Delija,1,0,12,16,0,0,0,0,Heavyweight,KO/TKO Punch,1,3:59,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,0.7,0.44,0,0,0,0,97,25,0.82,0.39,0.4,1.0,1.0,1.0,0.5,0.45,0.67,0.33,1.0,0,0.75,0.47,0.71,0.44
d66a46de8d705353,40f3cb27fc7305a1,Jeremiah Wells,Themba Gorimbo,0,0,32,18,3,6,3,0,Welterweight,U-DEC,3,5:00,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,Eric Colon28 - 29.Junichiro Kamijo28 - 29.Ron McCarthy28 - 29.,0.6,0.54,3,0,0,1,365,339,0.53,0.36,1.0,0.9,0.8,1.0,0.54,0.5,0,1.0,0.79,1.0,0.7,0.78,0.6,0.55
70380ccdc81915b8,a57cb948c4c70a47,Isaac Dulgarian,Yadier del Valle,0,0,0,1,0,0,0,3,Featherweight,SUB Rear Naked Choke,1,3:41,0e2c2daf11b5d8f2,L,W,3 Rnd (5-5-5),Eric McMahon,Rear Naked Choke,0.0,1.0,0,3,0,0,16,176,0.0,0,0,0,0,1.0,0.0,1.0,0,0,0,0,0.5,0.65,0.0,1.0
feedf3053472fe56,7cec3c4a5e7b6d68,Charles Radtke,Daniel Frunza,0,0,31,6,3,0,2,0,Welterweight,SUB Rear Naked Choke,3,4:29,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.81,0.25,2,0,0,0,701,0,0.82,0.25,1.0,0.5,0.67,0.0,0.44,0.27,1.0,0.0,0.93,0,0.76,0.67,0.82,0.25
253076a23d03dcd0,7f6ed67d3ed3c036,Allan Nascimento,Cody Durden,0,0,52,57,0,1,1,0,Catch Weight,SUB Anaconda Choke,2,3:13,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Mark Smith,Anaconda Choke On Ground,0.45,0.44,1,0,0,0,21,5,0.28,0.42,0.41,0.56,0.9,0.71,0.45,0.45,1.0,0,0,0,0.45,0.45,0.45,0.45
07a74004d964c7f4,7e9b36a9847db116,Billy Elekana,Kevin Christian,1,0,17,14,0,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,3:33,0e2c2daf11b5d8f2,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0.73,0.82,1,0,0,0,21,0,0.73,0.0,1.0,1.0,0.67,1.0,0.67,0.82,0,0,0.82,0,0.76,0.82,0.74,0.82
